emp_no,first_name,last_name,from_date,title,salary
456073,Amstein,Pellegrinelli,1986-01-23,Engineer,52631
456078,Christoper,Ranka,1996-10-28,Engineer,54131
456079,Ayakannu,Kalefeld,1994-03-24,Senior Staff,85966
456089,Huican,Kamber,2001-12-06,Senior Engineer,42693
456093,Flemming,Ramaiah,1998-02-16,Senior Engineer,40000
456100,Monique,Lalonde,1997-01-24,Senior Staff,55274
456101,Masako,Krone,1993-05-08,Senior Engineer,40000
456111,Vincent,Legleitner,1993-08-26,Senior Staff,47439
456133,Aleksander,Ullian,1994-03-22,Senior Staff,77469
456144,Naraig,Hennings,1988-06-10,Senior Staff,77219
456149,Sigeru,Grospietsch,1998-08-21,Senior Engineer,40000
456158,Jungsoon,Takanami,1993-08-22,Senior Engineer,40000
456161,Pranas,Lindenbaum,1985-09-12,Senior Staff,81171
456169,Kinh,Perl,2002-07-20,Senior Engineer,43729
456174,Vojin,Raczkowsky,2001-10-11,Senior Staff,73149
456180,Kazuhira,Lieberherr,1999-12-09,Staff,56198
456183,Adamantios,Bennis,1998-07-09,Senior Engineer,40000
456204,Leif,Zschoche,1994-07-21,Senior Staff,66758
456205,Faiza,Botman,1992-09-15,Senior Engineer,40585
456216,Kenroku,Beausoleil,1994-06-28,Senior Engineer,81654
456227,Martina,Cappello,2000-02-28,Senior Engineer,40000
456234,Kensyu,Scallan,1986-11-07,Senior Engineer,40000
456240,Lene,Ravishankar,1992-07-29,Senior Engineer,46553
456241,Rafael,Bolsens,1997-09-19,Senior Engineer,40237
456244,Bilhanan,Papsdorf,1995-11-02,Senior Staff,40000
456258,Kristian,Anandan,1999-09-18,Engineer,46076
456281,Freyja,Trystram,1999-05-27,Senior Staff,54576
456286,Maria,Taubenfeld,1986-12-15,Senior Staff,102543
456294,Vishv,Shinomoto,1999-09-02,Senior Engineer,56394
456300,Demin,Chiodo,1999-06-16,Senior Engineer,55488
456306,Amstein,Pargas,1996-03-27,Senior Engineer,60918
456317,Lucian,Beerel,2000-07-25,Senior Engineer,45153
456326,Huican,Stentiford,1991-12-31,Senior Staff,50940
456350,Mooi,Suri,1997-04-18,Engineer,40364
456355,Weiyi,Picaronny,1989-03-07,Technique Leader,40000
456361,Bouchung,Georgatos,2002-04-18,Senior Engineer,40000
456364,Lunjin,Tagansky,1994-10-02,Senior Engineer,41275
456367,Yishai,Kleiser,1986-09-18,Senior Staff,49395
456369,Claude,Giveon,1991-09-04,Senior Staff,40000
456394,Nectarios,Bellone,1988-03-08,Senior Staff,67131
456405,Ung,Petereit,1998-08-11,Senior Engineer,40000
456411,Masanao,Maraist,1999-07-15,Senior Staff,61967
456414,Leandro,Marshall,1992-03-17,Senior Engineer,57624
456415,Dinkar,Tagansky,1994-07-23,Senior Engineer,48406
456416,Heeju,Lupu,1998-06-06,Senior Engineer,40000
456421,Xiaoshan,Rosiles,1992-10-15,Technique Leader,40000
456429,Deborah,Stasinski,2000-04-06,Senior Staff,40000
456430,Sukumar,Picel,1995-07-02,Senior Staff,40000
456436,Gretta,Erbe,1987-09-22,Engineer,42616
456440,Kersti,Stassinopoulos,1994-05-14,Senior Engineer,40000
456443,Moss,Merks,1993-02-10,Senior Staff,51008
456454,Peer,Wursthorn,1996-06-13,Engineer,54601
456473,Baoqiu,Ciolek,1986-12-12,Senior Staff,75954
456476,Spyrose,Lipner,1991-01-14,Senior Engineer,40000
456480,Gritta,Lamma,1995-09-29,Senior Engineer,40000
456487,Jouko,Dechter,2001-01-16,Senior Staff,68832
456509,Gio,Schlegelmilch,1997-12-21,Staff,55562
456521,Ebbe,Wynblatt,1985-06-26,Senior Engineer,40000
456525,Fox,Kading,1995-12-10,Senior Staff,56657
456532,Lijia,Penz,1995-11-09,Senior Staff,56968
456542,Odoardo,Hanabata,1994-04-08,Senior Engineer,40000
456553,Aram,Gulla,1994-04-25,Senior Staff,61704
456554,Quingbo,Boissier,1998-09-15,Engineer,46366
456556,Gay,Ghemri,1998-10-17,Senior Staff,57255
456562,Sanjai,Brodie,1994-04-21,Senior Staff,40000
456569,Gurbir,Rando,1986-12-30,Senior Engineer,40000
456584,Paris,Talmon,2000-07-28,Senior Engineer,40000
456595,Paraskevi,Velardi,1994-12-25,Engineer,42172
456600,Berhard,Bahr,1986-02-17,Senior Staff,73604
456601,Zeljko,Sanella,1999-05-22,Staff,69068
456603,Khun,Trystram,1998-06-30,Senior Engineer,40000
456610,Erez,Ellozy,1995-07-13,Senior Engineer,60943
456614,Djenana,Iisaku,1996-08-30,Senior Engineer,47332
456620,Dekang,Avouris,1996-02-07,Senior Engineer,54509
456632,Geoff,Smeets,1990-06-12,Senior Engineer,53204
456633,Paloma,Portugali,1999-01-30,Senior Staff,40000
456641,Sastry,Georgatos,1991-09-10,Engineer,40000
456650,Vidar,Lindenbaum,1996-01-27,Senior Engineer,51950
456657,Frederique,Akaboshi,1995-04-07,Staff,86823
456659,Seongbae,Azuma,1994-03-11,Senior Engineer,44209
456661,Phillip,Rossi,1990-02-16,Senior Staff,60206
456672,Jongsuk,Schaap,1991-03-12,Senior Engineer,40000
456675,Adin,Sethi,2001-04-26,Senior Staff,40606
456677,Kien,Lieblein,1994-12-12,Senior Staff,71373
456683,Yishai,Qiwen,1992-06-10,Senior Engineer,40000
456685,Gladys,Champarnaud,1996-03-25,Staff,53350
456688,Petter,Apsitis,1999-02-27,Senior Engineer,40000
456692,Akeel,Polupanov,1995-02-10,Senior Engineer,43335
456702,Zorica,Tomescu,1988-06-12,Senior Staff,41121
456711,Kendra,Benzmuller,1995-02-24,Technique Leader,40000
456712,Leah,Underwood,1987-05-27,Senior Staff,50127
456718,Arumugam,Gurbaxani,1996-01-25,Senior Staff,48009
456719,Basem,Shumilov,2001-01-14,Senior Staff,99039
456732,Kazuhiko,Roohalamini,1996-12-19,Engineer,48685
456736,Anoosh,Pettit,1993-01-24,Senior Staff,40000
456744,Maia,Chandrasekhar,2000-12-30,Senior Engineer,40000
456745,Yishai,Ishibashi,1997-06-03,Senior Staff,40775
456751,Danai,Pfau,1992-08-26,Senior Staff,73090
456761,Gregory,Auyong,1990-10-22,Engineer,40220
456765,Duro,Kriebel,2000-09-12,Senior Staff,77079
456766,Odoardo,Kisuki,1994-11-22,Senior Engineer,95186
456769,Kiam,Molenaar,1996-10-24,Senior Engineer,62182
456774,Shaunak,Cappelli,1991-04-22,Technique Leader,40000
456783,Shaunak,Furudate,1993-03-25,Senior Staff,64337
456792,Alselm,Beznosov,1990-01-24,Senior Engineer,40000
456793,Abdelkader,Haddadi,1986-01-22,Senior Engineer,40000
456798,Barun,Krone,1994-08-02,Senior Staff,54408
456806,Filipp,Vingron,1996-03-01,Senior Engineer,48876
456816,Mountaz,Aumann,1985-04-10,Assistant Engineer,59988
456822,Aram,Siochi,2000-04-26,Senior Staff,40000
456827,Panayotis,Chiola,1998-03-13,Engineer,40988
456831,Houman,Brattka,1994-04-12,Senior Staff,68891
456838,Adin,Makrucki,1987-05-28,Senior Engineer,45731
456840,Lubomir,Papadias,1997-09-12,Engineer,70680
456851,Terresa,Cooman,1997-01-16,Senior Engineer,40000
456870,Mingzeng,Maliniak,1987-09-11,Senior Engineer,40000
456875,Kayoko,Gronowski,1998-04-11,Staff,72847
456876,Jinya,Puoti,1996-08-17,Senior Staff,59175
456886,Haldun,Templeman,1994-12-28,Senior Engineer,46859
456891,Berhard,Griswold,1994-03-04,Senior Staff,71803
456905,Filipe,Tzvieli,1996-05-29,Senior Engineer,40000
456913,Randy,Broder,1993-03-09,Senior Staff,63414
456915,Utpal,Larfeldt,1987-07-22,Senior Engineer,49516
456919,Garnet,Homond,2000-12-09,Senior Engineer,47065
456927,Kensei,Comellas,1994-09-28,Senior Staff,57983
456929,Torsten,Capobianchi,1998-10-24,Senior Staff,40000
456930,Hatem,Lorin,1986-06-19,Staff,56249
456941,Jamaludin,Ishibashi,2000-05-06,Senior Staff,59355
456947,Tsutomu,Porotnikoff,1998-08-24,Senior Engineer,40000
456954,Arunachalam,Restivo,2001-11-21,Senior Staff,62889
456959,Giordano,Figueira,1990-04-27,Senior Engineer,57101
456970,Genta,Dehkordi,1994-12-16,Staff,48802
456973,Suzette,Auria,1993-08-19,Senior Engineer,46365
456989,Jinpo,Sooriamurthi,1990-06-07,Senior Engineer,40000
456990,Urs,Merks,1995-06-04,Senior Engineer,40000
457005,Dharmaraja,Slutz,1997-04-26,Senior Engineer,76110
457008,Subhrajyoti,Welham,1992-06-24,Senior Staff,48183
457014,Hidefumi,Swiss,1992-12-02,Senior Staff,55286
457015,Yoshinari,Biran,1993-02-02,Senior Staff,74238
457041,Stepehn,Demeyer,1988-08-27,Senior Staff,77787
457042,Claudi,Merli,1990-07-08,Senior Staff,51306
457044,Zissis,Sooriamurthi,1986-01-21,Senior Engineer,42364
457047,Duke,Snedden,1999-12-15,Senior Engineer,54418
457051,Rosli,Bain,1992-12-19,Senior Staff,40000
457054,Pascal,Litecky,2002-03-31,Senior Engineer,40000
457059,Geoffry,Kroft,1992-01-30,Senior Staff,62366
457062,Bilhanan,Lores,1986-01-19,Senior Staff,73892
457071,Gino,Herath,1996-05-02,Engineer,57278
457074,Mingzeng,Magalhaes,1989-07-19,Engineer,45419
457087,Spyrose,Demke,2000-03-17,Senior Staff,40000
457089,Jacqueline,Lambe,2001-01-06,Senior Engineer,40000
457092,Serif,Kriebel,1987-05-29,Technique Leader,57120
457103,Shaunak,Khasidashvili,1999-02-01,Senior Staff,40000
457113,Barry,Cummings,1996-10-17,Senior Staff,40000
457125,Leah,Krupka,1998-11-03,Senior Staff,81202
457126,Hongzue,Warwick,1994-02-03,Senior Staff,69110
457131,Visit,Herbst,1998-09-24,Staff,40000
457138,Stepehn,Baek,2000-09-14,Senior Engineer,62673
457184,Akemi,Makrucki,1994-05-22,Senior Staff,49802
457189,Alain,Schnabel,1992-12-05,Senior Engineer,40000
457191,Barun,Iacovou,1999-03-24,Assistant Engineer,40000
457196,Sanjiv,Chachaty,1993-05-05,Senior Staff,40000
457201,Bowen,Muhling,1998-03-19,Engineer,54338
457202,Uzi,Mersereau,1994-02-21,Senior Staff,52282
457204,Zhenbing,Brizzi,1993-09-13,Engineer,62804
457206,Zhiguo,Nitta,1991-10-25,Senior Engineer,55443
457219,Sedat,Matheson,1987-01-28,Senior Engineer,48365
457225,Hironoby,Seuren,1988-08-04,Senior Staff,40000
457237,Mansur,Kalsbeek,1994-06-09,Senior Engineer,40000
457240,Masali,Kitsuregawa,1991-12-22,Senior Staff,52637
457248,Anyuan,Camurati,1993-10-08,Senior Staff,78732
457263,Mantis,Carrere,1988-12-09,Staff,40000
457267,Dung,Androutsos,1995-09-30,Senior Engineer,40000
457291,Charlene,Kitsuregawa,1985-09-01,Senior Engineer,40000
457295,Janalee,Rusterholz,1992-05-25,Technique Leader,62924
457299,Zito,Molenkamp,1994-06-09,Engineer,40000
457310,Masali,Butner,1993-12-06,Engineer,41925
457319,Tristan,Pews,1998-09-02,Senior Staff,40000
457360,Fumitaka,Rosar,1994-04-16,Senior Staff,78049
457372,Byong,Pettit,1994-07-29,Senior Staff,91391
457387,Nikolaus,Redmiles,1988-09-04,Senior Staff,100983
457389,Shigehito,Speer,1987-10-08,Staff,55102
457392,Taisook,Terlouw,2001-01-10,Senior Engineer,40000
457393,Monique,Zuberek,1994-11-15,Senior Engineer,40000
457417,Hongzue,Kirkerud,1988-09-28,Senior Engineer,45678
457422,Dung,Fasbender,2001-10-24,Senior Staff,50311
457441,Woody,Flexer,1997-02-08,Senior Engineer,40000
457442,Lillian,Gilg,1999-01-10,Senior Engineer,45298
457443,Wonhee,Sethi,1992-03-07,Senior Staff,72913
457450,Jinya,Bael,2001-11-17,Senior Staff,40000
457457,Nahid,Moehrke,1988-04-27,Senior Engineer,74922
457459,Huei,Schieder,1988-02-13,Staff,73699
457461,Sachio,Chenoweth,1995-05-30,Senior Engineer,41727
457473,Shaunak,Pollock,1996-12-26,Engineer,40000
457487,Padma,Valtorta,1990-10-22,Senior Staff,77916
457510,Christoper,Chachaty,2000-06-05,Senior Staff,40694
457528,Phule,Merle,1993-10-30,Staff,54617
457530,Salvador,Sambasivam,1994-10-29,Senior Engineer,41912
457541,Jovan,Furudate,2002-01-24,Senior Engineer,40000
457548,Leszek,Lorho,1992-12-10,Technique Leader,40000
457550,Mingdong,Schlegelmilch,1997-01-13,Staff,75692
457564,Heather,Riefers,1990-02-15,Senior Staff,56287
457577,Adin,Rosay,1995-07-12,Staff,62037
457584,Sandeepan,Teitelbaum,1986-10-14,Senior Staff,48957
457591,Jaewoo,Imataki,1987-10-04,Senior Engineer,40000
457592,Weiwu,Ducloy,1997-09-07,Assistant Engineer,66833
457594,Ebru,Kermarrec,1994-03-28,Senior Engineer,48334
457597,Manton,Berstel,1995-11-13,Senior Engineer,40404
457598,Marla,Vidya,1999-12-09,Technique Leader,80429
457601,Magdalena,Leuchs,1994-09-26,Senior Engineer,40000
457606,Bodo,Janocha,1991-12-28,Senior Staff,67984
457612,Nimmagadda,Delaune,1997-02-11,Staff,74377
457627,Hiroyasu,Giaccio,1994-07-10,Senior Engineer,57420
457636,Tokuyasu,Flexer,1996-08-20,Senior Staff,58503
457651,Hongzhu,Pauthner,1994-08-13,Senior Engineer,40000
457652,Weiru,Alpay,1993-07-30,Senior Staff,51263
457667,Mahmut,Kumaresan,1997-05-24,Senior Staff,53700
457674,Niranjan,Lindenbaum,1996-05-26,Senior Staff,42168
457683,Janalee,Zultner,1995-11-23,Senior Staff,40000
457701,Sibyl,Miara,1991-04-12,Senior Staff,65738
457709,Somnath,Gewali,1994-01-19,Senior Engineer,42106
457713,Aris,Falby,1996-09-18,Senior Staff,40000
457717,Jeong,Iwayama,1995-12-25,Senior Engineer,72551
457722,Arco,Alpay,1988-05-08,Senior Engineer,40000
457726,Jinpo,Lortz,1995-05-31,Senior Staff,50237
457744,Zorica,Benaini,1994-04-12,Senior Staff,40000
457759,Heng,Chorvat,1990-08-29,Senior Engineer,40000
457770,Ute,Nitsch,1992-04-12,Senior Staff,48077
457775,Chanjung,Erev,1992-07-08,Staff,60968
457787,Achilleas,Manders,1991-06-01,Senior Engineer,54972
457799,Shakhar,Veccia,1989-01-09,Senior Staff,40000
457801,Abdulla,Antonakopoulos,1994-08-01,Senior Staff,56267
457807,Huan,Zumaque,1995-07-06,Senior Staff,40000
457811,Jiong,Rindone,1986-10-24,Senior Engineer,44571
457836,Yoshinari,Veeraraghavan,1997-07-10,Senior Engineer,51862
457842,Xianlong,Sidou,1993-08-08,Senior Engineer,40000
457846,Krisda,Alblas,1998-09-10,Senior Staff,77839
457849,Vugranam,Benveniste,1985-08-05,Senior Staff,48345
457852,Gor,Emmerich,1993-08-03,Senior Staff,44844
457853,Adib,Morrey,1994-04-21,Senior Engineer,45544
457856,Sudharsan,Cusworth,1987-09-21,Senior Staff,46926
457859,Yaghout,Beausoleil,1999-01-17,Senior Engineer,45298
457862,Masamitsu,Holburn,1998-12-15,Senior Engineer,59540
457866,Eckart,Potthoff,1988-02-07,Senior Engineer,44279
457880,Chrisa,Segond,1996-12-04,Senior Staff,80205
457890,Thodoros,Fendler,1988-02-12,Engineer,40000
457894,Augustine,Ranst,1992-10-11,Senior Engineer,55020
457901,Weiye,Gluchowski,1996-01-05,Senior Staff,79568
457924,Sumali,Perin,1991-08-09,Senior Staff,44848
457925,Tianruo,Lund,2000-10-21,Senior Staff,53308
457943,Heng,Varley,1996-06-29,Senior Engineer,40050
457948,Fayez,Basagni,1998-07-02,Senior Engineer,48378
457964,Nigel,Zallocco,1996-09-04,Senior Engineer,40000
457968,Seongbin,Wissmann,1998-04-01,Senior Engineer,52341
457970,Herb,Matteis,1985-05-04,Technique Leader,40000
457972,Stamatina,Luck,1996-01-20,Senior Engineer,51270
457973,Shahid,Maksimenko,1996-08-06,Senior Staff,92653
457982,Arumugam,Vecchi,1999-11-22,Technique Leader,40000
457988,Wilmer,Spieker,1991-07-17,Senior Engineer,40222
457990,Taiji,Oaver,1989-03-27,Senior Engineer,60163
457995,Byong,Hiraishi,1996-09-13,Senior Staff,40000
458009,Rosine,Laventhal,1994-11-25,Senior Engineer,77374
458012,Keung,Selvestrel,1995-03-16,Senior Engineer,40000
458013,Bernt,Pettit,1998-11-25,Engineer,40000
458015,Amalendu,Noriega,1996-06-27,Senior Engineer,55796
458017,Sampalli,Pellegrinelli,1987-02-01,Senior Staff,55254
458026,Vesna,Veeraraghavan,1995-01-16,Senior Staff,47152
458030,Uta,Sambasivam,1997-12-14,Engineer,43237
458032,Kiyokazu,Bultermann,1996-06-26,Senior Engineer,64006
458034,Jacopo,Rodier,1997-04-07,Senior Staff,40000
458036,Shai,Chiodo,1987-02-27,Senior Engineer,40909
458048,Hugo,Onuegbe,1989-09-02,Staff,50783
458054,Yagil,Benaini,2002-03-18,Senior Engineer,40000
458056,Garnet,Pocchiola,1986-01-03,Senior Staff,44739
458058,Marjo,Klassen,2002-06-26,Senior Engineer,42140
458063,Krassimir,Piazza,1995-05-08,Senior Staff,40787
458084,DAIDA,Stamatiou,1985-12-13,Staff,72521
458090,Teunis,Hofstetter,1995-01-22,Senior Engineer,40000
458105,Zejun,Jonsson,1986-07-07,Senior Engineer,44581
458106,Odoardo,Saoudi,1987-06-05,Senior Staff,62327
458135,Navid,Olivero,1996-11-16,Engineer,40000
458139,Stabislas,Vidal,1996-10-09,Engineer,40159
458147,Erzsebet,Ramsey,1986-06-06,Senior Staff,82713
458162,Pragnesh,Pearson,1987-03-17,Technique Leader,40000
458172,Taizo,Reistad,1999-12-28,Senior Engineer,40000
458196,Brendon,Llado,1987-12-16,Technique Leader,51265
458199,Yuguang,Isard,1986-11-17,Senior Engineer,40000
458203,Monique,Fargier,1997-06-21,Senior Engineer,53352
458210,Along,Engberts,1999-03-29,Senior Staff,44500
458217,Sashi,Worfolk,1987-07-16,Senior Staff,47150
458222,Djenana,Kavvadias,1994-12-24,Senior Staff,72125
458228,Fen,Kalloufi,1986-05-16,Technique Leader,52323
458236,Tadahiko,Kumaresan,1994-02-02,Senior Engineer,65373
458238,Barton,Baumann,1998-06-01,Senior Engineer,40000
458252,Aimee,Lorys,1996-03-22,Staff,40000
458257,Kayoko,Sabnani,1995-12-10,Senior Engineer,40000
458259,Kristina,Malinowski,1994-12-06,Engineer,40000
458266,Shahid,Badache,2000-01-22,Senior Staff,65009
458267,Constantijn,Kugler,1987-12-02,Senior Staff,79685
458286,Bokyung,Doering,2001-02-06,Senior Engineer,61856
458297,Youssef,Ranst,1994-05-09,Senior Staff,40000
458300,Dharmaraja,Gischer,1994-03-13,Senior Engineer,49275
458321,Mahmut,Orlowski,2000-12-18,Senior Engineer,40000
458326,Christfried,Penttonen,1996-06-10,Engineer,40000
458356,Mari,Stenning,1988-09-11,Senior Engineer,41092
458377,Hidekazu,Lieblein,1996-11-15,Senior Engineer,42154
458384,Rutger,Bashian,1997-05-10,Staff,44427
458389,Khosrow,Kroha,1990-09-13,Senior Staff,54503
458391,Martine,Cangellaris,1995-11-10,Senior Staff,62194
458398,Macha,Farris,2000-08-21,Senior Engineer,40000
458404,Mandell,Fabrizio,1993-06-29,Senior Engineer,40000
458412,Gilbert,Pearson,1992-07-16,Senior Staff,91777
458416,Lucian,Krybus,1990-07-16,Senior Engineer,40000
458419,Munir,Avouris,1996-05-23,Senior Engineer,40000
458441,Jovan,Ebeling,2000-09-06,Senior Engineer,40000
458452,Mamdouh,Suwa,1993-09-25,Senior Staff,71938
458463,Ronghao,Kavraki,1990-08-07,Senior Engineer,40605
458465,Peternela,Shimshoni,1999-06-04,Senior Engineer,60936
458473,Eben,Schoegge,1992-07-05,Staff,63420
458474,Rosalie,Pashtan,1999-12-19,Technique Leader,40000
458479,Arto,Schwaller,1999-12-13,Technique Leader,40000
458480,Christ,Ritzmann,1987-04-22,Technique Leader,50927
458494,Sukumar,Jeong,1992-02-02,Senior Staff,40000
458495,Ayonca,Bardell,1993-12-18,Senior Staff,72301
458497,Shao,Georgatos,1991-08-17,Staff,42050
458498,Jayson,Rahimi,1998-04-20,Senior Staff,40000
458507,Lihong,Kuhnemann,1991-11-19,Staff,59340
458525,Amstein,Angiulli,1992-12-07,Senior Staff,58254
458528,Danco,Famili,1989-02-06,Senior Staff,57911
458531,Heather,Gladwell,1992-12-10,Senior Engineer,46436
458532,Limsoon,Ossenbruggen,1989-11-02,Technique Leader,40000
458535,Shaowei,Krohm,1990-04-24,Senior Staff,88455
458537,Fayez,Toyoshima,1994-05-21,Senior Staff,56545
458538,Zissis,Prenel,2002-07-30,Senior Staff,40000
458550,Geoffry,Setlzner,1986-11-24,Senior Staff,44312
458561,Percy,Glowinski,1995-12-28,Senior Staff,61132
458564,Shmuel,Portugali,1998-07-16,Staff,61884
458570,Utpal,Snyers,1998-04-03,Engineer,63396
458571,Siamak,Gargeya,1994-05-01,Senior Staff,54568
458585,Fen,Kilgour,1990-08-04,Engineer,40000
458587,Mahmut,Munoz,1985-12-02,Engineer,63448
458591,Ghassan,Camurati,1993-05-07,Senior Staff,40000
458596,Diederik,Lubachevsky,1995-06-01,Senior Engineer,51651
458597,Valeri,Feldmann,1992-01-17,Senior Staff,58981
458612,Zsolt,Suppi,1996-01-03,Staff,59651
458615,Paraskevi,Aingworth,1993-10-14,Engineer,40000
458621,JoAnna,Luks,1995-03-06,Senior Staff,49163
458623,Wuxu,Manderick,1995-07-02,Senior Staff,65880
458653,Stabislas,Haddadi,1997-09-21,Engineer,59211
458663,Zongyan,Itschner,1994-09-15,Senior Engineer,52524
458664,Oldrich,Syang,1993-11-03,Senior Staff,52281
458665,Xiaopeng,Chepyzhov,1993-02-16,Senior Engineer,53776
458676,Sanjiv,Anandan,1995-07-15,Senior Engineer,40000
458677,Susanne,Stroustrup,1997-03-11,Senior Engineer,54863
458687,Cathie,Strehl,1985-10-27,Engineer,40000
458688,Munehiro,Hopewell,1996-08-12,Senior Staff,53127
458690,Yagil,Osgood,1998-03-09,Assistant Engineer,40000
458695,Dmitry,Schreiter,2000-09-16,Senior Staff,74915
458700,Frazer,Cannard,1990-02-19,Senior Engineer,49677
458710,Uwe,Willoner,1995-06-16,Senior Engineer,40000
458712,Bingning,Miake,1992-12-29,Senior Engineer,49997
458729,Piyawadee,Parhami,1985-02-22,Staff,40000
458739,Jacqueline,Lienhardt,1996-07-23,Senior Engineer,60864
458742,Fay,Ranze,1995-05-04,Senior Engineer,46549
458752,Dzung,Ernst,1989-07-14,Senior Engineer,73465
458756,Jagoda,Georg,1997-11-26,Senior Staff,68282
458766,Xiong,Benzmuller,1991-12-03,Senior Staff,47602
458768,Rosella,Danner,1991-11-29,Senior Staff,45668
458787,Katsuyuki,Brandsma,1993-04-18,Senior Staff,69287
458789,Amabile,Chelton,1991-09-01,Senior Staff,61173
458798,Persi,Rotem,2001-06-17,Senior Engineer,40000
458805,Heping,Tsukuda,1987-10-02,Staff,69413
458820,Yuchang,Giaccio,1992-09-22,Staff,49318
458830,Denny,Murillo,1996-08-10,Technique Leader,40323
458836,Denny,Ullian,1987-11-13,Engineer,40000
458840,Martien,Pashtan,1996-09-11,Senior Staff,40000
458841,Youpyo,Paciorek,1993-01-01,Senior Engineer,54960
458845,Arunas,Erdmenger,2000-04-08,Senior Engineer,52132
458847,Xiping,Trystram,1988-06-02,Senior Engineer,54168
458851,Larisa,Monarch,1999-04-15,Senior Staff,81961
458868,Xudong,Olano,1999-09-12,Senior Engineer,61484
458870,Kokou,Raoux,1995-12-02,Engineer,65217
458875,Hatim,Vesna,1991-12-14,Senior Engineer,40000
458887,Ioana,Halloran,1993-08-26,Senior Staff,44982
458888,Mechthild,Bratten,1988-07-10,Senior Engineer,41613
458891,Kiam,Bala,1998-03-20,Senior Engineer,48321
458904,Yuichiro,Ariola,1993-10-31,Senior Staff,73630
458905,Mingzeng,Kusakabe,1995-07-16,Senior Staff,40000
458909,Gunilla,Pluym,1997-11-10,Engineer,40000
458914,Arch,McAffer,1999-11-24,Senior Engineer,51080
458922,Anneli,Demir,1999-04-26,Senior Engineer,45817
458931,Guiseppe,Fujisaki,1994-12-22,Senior Staff,40000
458936,Jacqueline,Siksek,1998-06-25,Senior Staff,62753
458941,Tru,Vingron,1995-12-07,Senior Staff,41788
458948,Mang,Boissier,1993-05-16,Senior Staff,58525
458957,Munenori,Szemeredi,1992-10-14,Senior Engineer,50166
458963,Mayuri,Krider,1994-05-04,Engineer,40000
458966,Billie,Ciolek,1994-08-24,Senior Engineer,67776
458968,Turgut,Schwartzbauer,1999-01-05,Senior Staff,53738
458971,Atreye,Godskesen,1990-02-17,Senior Staff,52147
458972,Emdad,Nergos,2000-09-04,Senior Engineer,47832
458975,Tzvetan,Burnard,1994-09-14,Senior Staff,81914
458984,Hairong,Plump,1988-09-06,Engineer,40000
458987,Shushma,Prenel,1993-06-12,Technique Leader,40000
459013,Evgueni,Backhouse,1992-08-07,Staff,73699
459016,Vatsa,Yoshizawa,1993-02-01,Senior Staff,51420
459018,Ziya,Shanbhogue,1996-03-25,Senior Engineer,54427
459020,Shiv,Peha,2001-10-04,Senior Engineer,40000
459021,Teruyuki,Menhardt,1994-05-19,Senior Staff,99559
459023,Troy,Molberg,1995-03-11,Staff,61921
459026,Kazuhisa,Gyimothy,1986-10-10,Senior Engineer,40000
459031,Kazuhiro,Raoux,2002-05-16,Senior Staff,55137
459042,Lena,Hiyoshi,2001-05-06,Senior Engineer,40000
459045,Phillip,Lunn,1996-04-06,Senior Staff,47302
459046,JoAnna,Comellas,1997-10-02,Senior Engineer,40000
459056,Jeanne,Decleir,1994-11-05,Senior Staff,40000
459064,Danco,Isaac,1994-10-12,Senior Engineer,46074
459068,Nahum,Honglei,1993-06-23,Senior Engineer,40000
459069,Charmane,Geffroy,1997-03-23,Engineer,40000
459075,Barry,Chinen,1992-11-01,Senior Staff,43683
459083,Eishiro,Morton,1991-06-22,Senior Engineer,40067
459085,Freyja,Pearson,1996-07-23,Senior Staff,57111
459091,Aksel,Mitina,1985-03-30,Senior Engineer,58991
459100,Mohammad,Thibadeau,1994-07-28,Senior Engineer,43551
459116,Souichi,Lund,1990-10-18,Senior Engineer,52002
459119,Yannis,Brender,1995-04-08,Senior Engineer,40000
459127,Gill,Flanders,1997-05-21,Senior Engineer,62887
459154,Odoardo,Garigliano,1995-01-26,Senior Engineer,44998
459158,Naftali,Anger,2002-07-31,Senior Staff,79635
459164,Nimmagadda,Landherr,1994-02-16,Senior Engineer,58277
459173,Lein,Basawa,1993-10-30,Senior Staff,66700
459177,Duangkaew,Velardi,2001-05-09,Senior Engineer,74496
459178,Tiina,Prampolini,1988-11-28,Technique Leader,64366
459189,Marsja,Thebaut,1994-08-19,Senior Engineer,52072
459225,Saniya,Baaleh,1994-04-03,Senior Staff,40000
459228,Kwun,Reinhard,1998-06-16,Senior Engineer,40000
459240,Randi,Henders,1987-07-20,Senior Engineer,40000
459247,Teunis,Aseltine,1996-04-22,Senior Engineer,40000
459248,Mingsen,Alblas,1999-09-02,Staff,40000
459249,Tru,Brookman,1987-09-24,Senior Staff,79785
459262,Ger,Majewski,1999-05-21,Senior Engineer,46595
459269,Akhilish,Baek,1996-06-24,Technique Leader,40000
459273,Genki,Oaver,1992-04-23,Senior Engineer,63918
459278,Gill,Rosar,1990-11-08,Senior Engineer,56266
459279,Serenella,Lampe,1993-03-14,Senior Staff,40000
459286,Oscar,Raczkowsky,1985-03-20,Senior Engineer,72502
459287,Premsyl,Ranta,1988-10-23,Technique Leader,49306
459302,Chenxi,Lovengreen,1994-05-27,Senior Engineer,60543
459307,Garnik,Pouyioutas,1991-02-21,Technique Leader,63398
459332,Krassimir,Luan,1992-05-03,Senior Staff,63351
459339,Khalil,Henseler,1999-12-10,Senior Staff,74534
